order_id,date,region,category,sales_rep,units,unit_price,revenue,discount_pct
1364,2025-04-08,North America,Phones,R. Novak,12,774.44,7434.62,20
1365,2025-08-10,LATAM,Accessories,L. Chen,32,51.47,1647.04,0
1366,2025-04-22,LATAM,Accessories,J. Okafor,27,42.42,973.54,15
1367,2025-08-01,Europe,Laptops,J. Okafor,11,1196.9,13165.9,0
1368,2025-01-10,LATAM,Accessories,L. Chen,8,42.77,273.73,20
1369,2025-07-11,LATAM,Laptops,A. Mehta,28,1372.18,38421.04,0
1370,2025-09-08,LATAM,Phones,M. Silva,19,781.74,14110.41,5
1371,2025-01-09,North America,Tablets,J. Okafor,16,573.35,9173.6,0
1372,2025-04-09,Europe,Accessories,M. Silva,30,49.54,1188.96,20
1373,2025-04-06,APAC,Tablets,J. Okafor,26,520.06,12169.4,10
1374,2025-04-10,LATAM,Accessories,J. Okafor,15,49.84,635.46,15
1375,2025-03-23,APAC,Accessories,M. Silva,38,51.61,1765.06,10
1376,2025-04-13,Europe,Phones,A. Mehta,33,719.5,18994.8,20
1377,2025-05-24,LATAM,Laptops,S. Haddad,37,1116.9,41325.3,0
1378,2025-07-23,North America,Phones,J. Okafor,21,743.33,15609.93,0
1379,2025-02-18,APAC,Accessories,L. Chen,13,39.14,508.82,0
1380,2025-02-08,APAC,Phones,S. Haddad,26,766.46,18931.56,5
1381,2025-08-25,Europe,Tablets,J. Okafor,2,518.39,829.42,20
1382,2025-11-23,APAC,Monitors,A. Mehta,30,286.6,6878.4,20
1383,2025-07-12,North America,Phones,L. Chen,8,763.64,5498.21,10
1384,2025-12-08,North America,Monitors,A. Mehta,39,278.57,10864.23,0
1385,2025-05-05,LATAM,Laptops,R. Novak,20,1298.55,25971.0,0
1386,2025-10-27,Europe,Accessories,M. Silva,34,41.69,1346.59,5
1387,2025-11-22,APAC,Laptops,A. Mehta,19,1400.4,21286.08,20
1388,2025-10-20,North America,Phones,S. Haddad,8,706.13,5649.04,0
1389,2025-04-25,APAC,Laptops,M. Silva,26,1436.79,33620.89,10
1390,2025-04-09,North America,Tablets,M. Silva,29,609.69,15028.86,15
1391,2025-09-24,LATAM,Accessories,A. Mehta,14,44.03,554.78,10
1392,2025-03-16,Europe,Laptops,S. Haddad,36,1160.45,37598.58,10
1393,2025-03-25,Europe,Accessories,L. Chen,16,51.26,820.16,0
1394,2025-06-12,LATAM,Laptops,J. Okafor,20,1113.95,18937.15,15
1395,2025-12-16,LATAM,Phones,S. Haddad,16,698.45,9498.92,15
1396,2025-08-05,APAC,Tablets,J. Okafor,10,554.18,5541.8,0
1397,2025-06-21,North America,Accessories,M. Silva,11,47.39,521.29,0
1398,2025-10-15,LATAM,Phones,A. Mehta,19,700.04,12635.72,5
1399,2025-04-02,North America,Tablets,L. Chen,13,476.92,6199.96,0
1400,2025-08-04,Europe,Tablets,M. Silva,30,551.21,16536.3,0
1401,2025-03-18,North America,Laptops,A. Mehta,30,1434.55,34429.2,20
1402,2025-08-03,APAC,Accessories,L. Chen,7,46.96,312.28,5
1403,2025-08-07,APAC,Laptops,L. Chen,6,1304.19,6651.37,15
1404,2025-10-24,APAC,Phones,A. Mehta,9,880.87,7927.83,0
1405,2025-07-27,Europe,Tablets,L. Chen,12,614.85,6640.38,10
1406,2025-11-06,North America,Tablets,S. Haddad,40,511.92,20476.8,0
1407,2025-11-27,APAC,Tablets,J. Okafor,24,481.09,11546.16,0
1408,2025-05-08,North America,Laptops,A. Mehta,37,1363.54,40360.78,20
1409,2025-12-13,North America,Phones,M. Silva,28,819.88,22956.64,0
1410,2025-05-20,North America,Phones,S. Haddad,15,737.25,10505.81,5
1411,2025-11-13,North America,Laptops,M. Silva,31,1134.06,29882.48,15
1412,2025-06-01,North America,Accessories,R. Novak,28,40.18,1125.04,0
1413,2025-11-02,LATAM,Tablets,A. Mehta,29,460.43,10681.98,20
1414,2025-03-24,Europe,Monitors,L. Chen,1,304.71,274.24,10
1415,2025-11-12,Europe,Monitors,A. Mehta,35,293.6,9762.2,5
1416,2025-07-18,Europe,Monitors,R. Novak,40,271.07,8674.24,20
1417,2025-01-24,APAC,Accessories,S. Haddad,20,45.88,871.72,5
1418,2025-06-16,Europe,Tablets,L. Chen,34,602.39,20481.26,0
1419,2025-04-08,LATAM,Laptops,J. Okafor,38,1202.0,41108.4,10
1420,2025-07-12,Europe,Accessories,M. Silva,26,41.77,1086.02,0
1421,2025-03-07,North America,Phones,L. Chen,7,743.13,4421.62,15
1422,2025-05-23,LATAM,Phones,R. Novak,30,752.73,20323.71,10
1423,2025-12-04,North America,Monitors,S. Haddad,5,337.93,1689.65,0
1424,2025-09-18,North America,Accessories,A. Mehta,30,49.46,1409.61,5
1425,2025-09-06,Europe,Accessories,M. Silva,6,40.1,192.48,20
1426,2025-10-02,LATAM,Phones,A. Mehta,24,707.27,14428.31,15
1427,2025-10-07,LATAM,Tablets,A. Mehta,9,528.01,4752.09,0
1428,2025-10-28,Europe,Accessories,A. Mehta,23,40.52,792.17,15
1429,2025-06-26,North America,Tablets,A. Mehta,16,519.43,7064.25,15
1430,2025-09-12,LATAM,Laptops,R. Novak,23,1099.87,22767.31,10
1431,2025-06-26,North America,Laptops,S. Haddad,16,1157.98,18527.68,0
1432,2025-12-15,North America,Accessories,M. Silva,8,48.93,371.87,5
1433,2025-02-03,APAC,Phones,J. Okafor,36,926.05,26670.24,20
1434,2025-11-22,LATAM,Phones,R. Novak,17,829.45,11985.55,15
1435,2025-05-15,North America,Laptops,L. Chen,10,1245.19,11829.31,5
1436,2025-01-26,North America,Laptops,J. Okafor,40,1369.36,46558.24,15
1437,2025-10-13,LATAM,Phones,S. Haddad,29,793.78,18415.7,20
1438,2025-10-17,North America,Tablets,L. Chen,34,494.04,16797.36,0
1439,2025-10-20,North America,Phones,J. Okafor,24,875.9,21021.6,0
1440,2025-10-15,LATAM,Tablets,L. Chen,1,513.35,487.68,5
1441,2025-06-08,North America,Phones,M. Silva,39,708.16,27618.24,0
1442,2025-12-22,Europe,Tablets,M. Silva,18,469.28,8447.04,0
1443,2025-06-19,Europe,Laptops,R. Novak,7,1389.64,7781.98,20
1444,2025-07-21,North America,Tablets,L. Chen,16,600.4,9606.4,0
1445,2025-11-03,APAC,Tablets,S. Haddad,24,541.44,11045.38,15
1446,2025-04-12,LATAM,Tablets,A. Mehta,22,567.82,9993.63,20
1447,2025-08-17,APAC,Phones,J. Okafor,23,734.1,16884.3,0
1448,2025-01-28,LATAM,Monitors,M. Silva,26,316.39,8226.14,0
1449,2025-03-19,North America,Phones,L. Chen,20,759.02,13662.36,10
1450,2025-09-22,APAC,Laptops,J. Okafor,38,1409.29,48197.72,10
1451,2025-03-10,APAC,Monitors,L. Chen,28,330.57,9255.96,0
1452,2025-08-11,Europe,Tablets,L. Chen,35,462.74,16195.9,0
1453,2025-11-09,Europe,Laptops,J. Okafor,4,1212.34,4849.36,0
1454,2025-10-10,North America,Phones,J. Okafor,4,933.93,3362.15,10
1455,2025-01-03,North America,Accessories,L. Chen,9,38.32,344.88,0
1456,2025-09-21,North America,Tablets,A. Mehta,14,511.09,5724.21,20
1457,2025-12-01,LATAM,Monitors,R. Novak,22,279.73,4923.25,20
1458,2025-07-26,North America,Laptops,S. Haddad,40,1187.94,45141.72,5
1459,2025-10-13,APAC,Monitors,A. Mehta,2,349.55,629.19,10
1460,2025-11-11,North America,Monitors,R. Novak,22,278.07,6117.54,0
1461,2025-03-07,Europe,Accessories,A. Mehta,23,49.24,1075.89,5
1462,2025-06-18,Europe,Accessories,R. Novak,22,41.36,818.93,10
1463,2025-05-27,LATAM,Laptops,S. Haddad,20,1306.87,23523.66,10
1464,2025-12-15,APAC,Tablets,R. Novak,34,611.43,20788.62,0
1465,2025-05-01,LATAM,Laptops,S. Haddad,24,1118.97,22826.99,15
1466,2025-04-13,North America,Laptops,R. Novak,9,1108.33,8977.47,10
1467,2025-09-07,Europe,Tablets,R. Novak,24,578.49,13883.76,0
1468,2025-12-28,Europe,Accessories,A. Mehta,23,48.75,1121.25,0
1469,2025-08-28,LATAM,Phones,S. Haddad,23,918.65,20072.5,5
1470,2025-08-07,APAC,Laptops,A. Mehta,1,1087.04,923.98,15
1471,2025-07-22,APAC,Laptops,J. Okafor,37,1203.5,42303.03,5
1472,2025-11-21,Europe,Laptops,L. Chen,2,1160.87,2205.65,5
1473,2025-04-08,APAC,Phones,L. Chen,28,855.11,23943.08,0
1474,2025-08-07,Europe,Monitors,L. Chen,9,340.02,3060.18,0
1475,2025-02-11,North America,Monitors,J. Okafor,11,293.24,2903.08,10
1476,2025-10-15,Europe,Accessories,A. Mehta,14,49.74,591.91,15
1477,2025-06-02,LATAM,Phones,M. Silva,9,941.73,8475.57,0
1478,2025-11-01,North America,Phones,A. Mehta,9,921.26,8291.34,0
1479,2025-09-24,APAC,Laptops,J. Okafor,30,1318.54,39556.2,0
1480,2025-07-11,LATAM,Tablets,A. Mehta,38,497.01,15109.1,20
1481,2025-11-23,North America,Laptops,J. Okafor,33,1285.69,38184.99,10
1482,2025-07-23,North America,Laptops,A. Mehta,21,1086.71,22820.91,0
1483,2025-02-16,Europe,Accessories,M. Silva,1,40.67,34.57,15
1484,2025-09-05,North America,Accessories,L. Chen,32,51.17,1637.44,0
1485,2025-06-07,Europe,Laptops,L. Chen,12,1068.2,12818.4,0
1486,2025-02-02,Europe,Accessories,A. Mehta,27,48.91,1320.57,0
1487,2025-05-01,APAC,Laptops,S. Haddad,30,1266.49,34195.23,10
1488,2025-06-23,LATAM,Tablets,M. Silva,28,510.56,13580.9,5
1489,2025-07-05,LATAM,Monitors,M. Silva,10,347.02,2949.67,15
1490,2025-01-08,APAC,Accessories,S. Haddad,25,51.63,1032.6,20
1491,2025-04-22,North America,Laptops,R. Novak,3,1403.2,4209.6,0
1492,2025-07-23,APAC,Monitors,R. Novak,21,305.86,5780.75,10
1493,2025-01-16,LATAM,Accessories,L. Chen,38,45.62,1646.88,5
1494,2025-04-27,LATAM,Tablets,S. Haddad,5,522.75,2352.38,10
1495,2025-05-20,APAC,Laptops,S. Haddad,35,1311.59,41315.08,10
1496,2025-05-09,LATAM,Tablets,R. Novak,38,536.21,20375.98,0
1497,2025-03-03,APAC,Accessories,J. Okafor,34,40.53,1378.02,0
1498,2025-04-22,Europe,Phones,S. Haddad,30,740.72,17777.28,20
1499,2025-11-28,North America,Tablets,M. Silva,24,593.8,11400.96,20
1500,2025-07-04,LATAM,Phones,S. Haddad,17,789.29,13417.93,0
